,sales_price,timestamp,bids_count,sales_count,parcels_count,status (label),mana_price,land_price,mean_latitude,mean_longitude,road,district,plaza
80,5287.000000000001,20/01/2022,1,3,1,parcel,2.743729245505247,14506.09652098624,-6.0,-59.0,2,10,10
81,4699.000000000001,09/01/2022,0,1,1,parcel,2.954629844358916,13883.80563864255,-38.0,-24.0,10,10,10
82,5997.0,05/01/2022,1,1,1,parcel,3.1944964852537963,19157.395422067013,-17.0,38.0,1,10,10
83,4200.0,09/02/2022,2,4,4,road,3.495626507486707,14681.63133144417,40.5,24.5,3,5,10
84,55000.00000000001,31/12/2021,9,4,4,land,3.297564315644028,181366.03736042161,-26.5,-39.5,9,10,10
85,6460.000000000001,18/01/2022,0,1,1,parcel,2.8616232703619104,18486.08632653794,-39.0,-105.0,10,10,10
86,39998.0,03/02/2022,2,1,9,road,2.559175162581649,102361.88815294078,-50.0,74.89,3,5,10
87,23420.000000000004,04/02/2022,0,1,4,land,2.827924994351074,66230.00336770216,37.5,-57.5,2,10,10
88,4420.0,29/12/2021,0,1,1,parcel,3.381781434798159,14947.473941807863,64.0,-34.0,7,9,10
89,13333.000000000002,24/01/2022,1,1,2,land,2.1191673192784792,28254.857867939965,-97.5,21.0,2,1,10
90,7188.000000000001,14/01/2022,2,1,1,parcel,2.9626491224649576,21295.52189227812,10.0,140.0,10,7,10
91,5500.0,11/01/2022,0,3,1,parcel,2.943249112150101,16187.870116825557,122.0,-7.0,5,7,10
92,5666.0,17/01/2022,0,3,2,road,3.124674912948848,17704.40805676817,22.5,-65.0,10,10,10
93,4800.0,04/01/2022,1,4,1,parcel,3.2654965487737213,15674.38343411386,120.0,-20.0,10,10,10
94,6456.000000000001,11/02/2022,1,1,1,parcel,2.934937766523291,18947.95822067437,-55.0,116.0,10,10,10
95,5419.000000000001,31/01/2022,0,1,1,parcel,2.838711845336331,15382.97948987758,39.0,-62.0,4,10,10
96,6666.0,24/12/2021,0,2,20,road,3.698074237180769,24651.362865047005,-6.15,-7.6,1,2,3
97,7500.000000000001,22/12/2021,1,1,2,road,3.302356930069449,24767.67697552087,-29.5,105.5,10,2,10
98,6249.0,15/01/2022,0,1,1,parcel,2.9998911780482875,18746.31997162375,-13.0,-135.0,10,10,1
99,5690.0,06/02/2022,1,1,2,road,3.047315041602274,17339.222586716936,52.5,110.0,6,8,10
100,19999.0,26/01/2022,7,3,1,parcel,2.1741773039497394,43481.37190169084,-40.0,-61.0,10,10,10
101,35988.0,08/02/2022,0,1,6,land,3.3015594156099715,118816.52024897165,-34.0,-99.5,10,10,10
102,4888.0,07/01/2022,0,1,1,parcel,3.3829650695793463,16535.933260103848,71.0,36.0,10,1,10
103,15000.000000000002,22/01/2022,1,1,11,road,2.2301581473863834,33452.37221079575,36.82,-70.55,10,1,10
104,4749.0,11/01/2022,1,2,1,parcel,2.832719320096719,13452.584051139318,-64.0,-129.0,10,10,10
105,22000.0,28/01/2022,3,1,3,land,2.26664990562353,49866.29792371768,48.0,-12.0,1,10,10
106,6000.0,13/01/2022,5,3,1,parcel,3.10225498674441,18613.529920466462,70.0,33.0,10,4,10
107,14999.000000000002,27/12/2021,2,2,1,parcel,3.7605323255684633,56404.22435120138,-34.0,-2.0,10,10,10
108,5969.0,29/01/2022,5,3,1,parcel,2.3763648429587017,14184.521747620489,-26.0,-123.0,10,10,10
109,3920.0000000000005,25/12/2021,1,1,1,parcel,3.772988799640287,14790.116094589928,122.0,-5.0,3,5,10
110,5849.0,25/01/2022,6,4,1,parcel,2.097272260649448,12266.94545253862,-55.0,-3.0,1,3,10
111,4690.0,09/01/2022,0,2,1,parcel,2.955280483500563,13860.26546761764,146.0,-26.0,3,10,10
112,5870.000000000001,21/01/2022,0,1,1,parcel,2.6360883603314003,15473.838675145324,-37.0,-106.0,10,10,10
113,4400.0,02/01/2022,0,1,1,parcel,3.3512812933629488,14745.637690796975,58.0,-23.0,6,9,10
114,6000.0,23/01/2022,0,1,1,parcel,2.0414460677600186,12248.676406560113,-44.0,-69.0,2,10,7
115,6969.0,01/02/2022,1,3,2,road,2.697334799791993,18797.726219750402,4.5,-61.0,2,10,7
116,5425.0,31/12/2021,0,2,12,road,3.297564315644028,17889.286412368852,-2.5,-76.92,1,6,10
117,5000.0,03/02/2022,2,2,2,road,2.559175162581649,12795.875812908245,12.5,-66.0,5,10,10
118,3850.0000000000005,05/01/2022,0,2,1,parcel,3.1944964852537963,12298.811468227115,139.0,-13.0,10,10,10
119,5780.0,04/02/2022,2,2,1,parcel,2.827924994351074,16345.406467349207,-67.0,114.0,10,6,10
120,4180.0,22/12/2021,0,1,1,parcel,3.302356930069449,13803.8519676903,123.0,-16.0,10,10,10
121,5750.000000000001,09/02/2022,0,1,3,road,3.495626507486707,20099.85241804857,7.33,-114.67,10,10,10
122,8888.0,08/01/2022,0,1,1,parcel,2.954629844358916,26260.75005666204,-21.0,-103.0,10,10,10
123,6399.000000000001,18/01/2022,1,1,2,road,2.8616232703619104,18311.527307045864,-32.0,52.5,10,10,10
124,5420.0,24/01/2022,0,3,1,parcel,2.1191673192784792,11485.886870489356,42.0,-79.0,4,10,9
125,3995.0000000000005,24/12/2021,0,2,1,parcel,3.698074237180769,14773.806577537174,121.0,-6.0,4,6,10
126,5000.0,11/02/2022,3,3,1,parcel,3.154267932934502,15771.33966467251,45.0,100.0,9,4,10
127,18000.0,17/01/2022,5,3,4,road,3.124674912948848,56244.14843307927,-85.5,-3.0,1,2,9
128,5188.0,31/01/2022,0,2,1,parcel,2.838711845336331,14727.237053604887,52.0,111.0,7,9,10
129,4700.0,15/01/2022,0,1,1,parcel,2.9998911780482875,14099.488536826952,-28.0,145.0,5,7,10
130,6950.000000000001,26/01/2022,1,1,1,parcel,2.1741773039497394,15110.532262450692,-32.0,-97.0,10,10,10
131,3888.0000000000005,27/12/2021,0,1,1,parcel,3.7605323255684633,14620.949681810185,146.0,-28.0,3,10,10
132,88888.00000000001,20/01/2022,1,1,7,road,2.743729245505247,243884.6051744704,-14.29,-0.43,1,2,3
133,15000.000000000002,22/01/2022,1,1,11,road,2.2301581473863834,33452.37221079575,36.82,-70.55,10,1,10
134,11400.0,07/02/2022,0,1,2,land,3.3015594156099715,37637.77733795368,-106.0,-60.5,10,10,10
135,5777.0,07/01/2022,0,1,1,parcel,3.3829650695793463,19543.389206959884,-37.0,-107.0,10,10,10
136,6249.0,28/01/2022,1,1,2,road,2.26664990562353,14164.29526024144,11.0,10.5,6,1,8
137,5288.0,06/02/2022,0,1,2,road,3.047315041602274,16114.201939992825,52.5,110.0,6,8,10
138,4988.0,14/01/2022,3,2,1,parcel,2.904286712625543,14486.58212257621,-117.0,-99.0,6,10,10
139,5432.0,25/12/2021,1,1,2,road,3.772988799640287,20494.875159646042,-15.5,31.0,3,10,10
140,5494.000000000001,11/01/2022,0,1,1,parcel,2.832719320096719,15562.959944611377,-139.0,-41.0,2,10,10
141,5249.0,25/01/2022,0,1,2,road,2.097272260649448,11008.582096148952,-6.0,-1.0,4,2,6
142,5100.0,29/01/2022,0,3,1,parcel,2.3763648429587017,12119.46069908938,118.0,-15.0,10,10,10
143,12000.0,13/01/2022,4,3,15,road,3.10225498674441,37227.059840932925,-24.93,-44.33,1,3,2
144,5249.0,09/01/2022,0,1,1,parcel,2.955280483500563,15512.267257894455,-117.0,-61.0,10,10,10
145,6425.0,06/01/2022,0,2,2,road,3.3829650695793463,21735.5505720473,31.0,-5.5,10,1,10
146,5420.0,21/01/2022,0,1,1,parcel,2.6360883603314003,14287.59891299619,18.0,62.0,10,10,10
147,4995.000000000001,01/02/2022,0,1,1,parcel,2.697334799791993,13473.187324961009,-62.0,143.0,9,10,10
148,5749.0,23/01/2022,0,1,1,parcel,2.0414460677600186,11736.273443552349,-65.0,36.0,10,4,10
149,30000.000000000004,02/01/2022,5,1,7,road,3.3512812933629488,100538.4388008885,-6.86,7.86,1,2,3
150,7350.000000000001,03/02/2022,0,1,1,parcel,2.559175162581649,18809.93744497512,-2.0,-123.0,10,10,10
151,4797.0,09/02/2022,0,1,1,parcel,3.495626507486707,16768.520356413734,-41.0,-102.0,10,10,10
152,3800.0000000000005,05/01/2022,0,1,1,parcel,3.1944964852537963,12139.086643964429,23.0,-145.0,10,10,10
153,4180.0,22/12/2021,0,1,1,parcel,3.302356930069449,13803.8519676903,123.0,-14.0,10,10,10
154,24997.000000000004,04/02/2022,1,1,4,land,2.827924994351074,70689.6410837938,-133.5,-75.0,10,10,10
155,9000.0,24/12/2021,5,2,5,road,3.698074237180769,33282.668134626925,141.8,-146.2,1,5,10
156,5555.000000000001,18/01/2022,1,2,1,parcel,2.8616232703619104,15896.317266860413,32.0,-136.0,4,10,10
157,5600.0,31/12/2021,1,3,1,parcel,3.297564315644028,18466.360167606563,13.0,69.0,1,5,3
158,4999.000000000001,11/02/2022,0,1,1,parcel,3.154267932934502,15768.185396739578,27.0,-119.0,1,10,10
159,44420.0,08/01/2022,5,3,9,land,2.954629844358916,131244.65768642304,36.0,-69.0,1,10,10
160,38495.0,22/01/2022,6,3,22,road,2.2301581473863834,85849.93788363884,-16.68,-70.45,1,2,6
161,5000.0,24/01/2022,0,3,1,parcel,2.1191673192784792,10595.836596392395,147.0,-58.0,2,8,10
162,5555.000000000001,17/01/2022,1,4,2,road,3.124674912948848,17357.569141430853,22.5,-65.0,10,10,10
163,4600.0,29/12/2021,0,1,1,parcel,3.381781434798159,15556.194600071532,-53.0,139.0,8,10,10
164,11999.000000000002,31/01/2022,0,1,13,land,2.5302591704510458,30360.5797862421,-4.54,3.85,1,2,10
165,25000.0,27/01/2022,3,1,5,land,2.26664990562353,56666.24764058825,1.0,-122.8,10,10,3
166,5199.000000000001,26/01/2022,0,2,1,parcel,2.1741773039497394,11303.547803234696,-117.0,-101.0,6,10,10
167,7100.000000000001,31/12/2021,7,2,15,road,3.2837753609862053,23314.80506300206,-24.93,-44.33,1,3,2
168,7000.000000000001,15/01/2022,0,1,2,road,2.9998911780482875,20999.23824633801,-28.0,24.5,10,10,10
169,5199.000000000001,04/01/2022,1,2,2,road,3.2654965487737213,16977.31655707458,-102.5,-68.0,10,10,10
170,5444.0,27/12/2021,1,2,1,parcel,3.7605323255684633,20472.337980394714,-69.0,36.0,10,4,10
171,250000.0,07/01/2022,2,2,52,land,3.3829650695793463,845741.2673948365,53.88,44.23,10,10,10
172,40000.0,20/01/2022,7,2,4,land,2.743729245505247,109749.16982020988,-41.5,116.5,10,5,10
173,4600.0,07/02/2022,1,2,1,parcel,3.3015594156099715,15187.173311805871,18.0,-136.0,10,10,2
174,6650.0,29/01/2022,0,1,3,road,2.3763648429587017,15802.826205675365,7.33,-114.67,10,10,10
175,6777.0,25/01/2022,5,2,1,parcel,2.097272260649448,14213.21411042131,22.0,88.0,4,2,10
176,4869.0,22/12/2021,0,3,1,parcel,3.3014533515725324,16074.776368806663,149.0,-98.0,10,10,10
177,5999.000000000001,06/02/2022,1,2,2,road,3.047315041602274,18280.842934572043,122.0,-143.5,1,10,10
178,5699.000000000001,13/01/2022,0,2,1,parcel,3.10225498674441,17679.751169456395,28.0,-96.0,10,10,10
179,5000.0,14/01/2022,0,2,1,parcel,2.904286712625543,14521.433563127715,-104.0,-105.0,10,10,10
180,42500.0,25/12/2021,1,1,10,road,3.772988799640287,160352.0239847122,71.3,-32.4,1,2,10
181,5687.000000000001,11/01/2022,0,1,1,parcel,2.832719320096719,16109.674773390041,30.0,-74.0,10,10,10
182,5888.0,06/01/2022,0,1,1,parcel,3.3829650695793463,19918.898329683194,7.0,63.0,10,10,10
183,4599.000000000001,09/01/2022,2,3,1,parcel,2.955280483500563,13591.334943619091,13.0,142.0,2,9,10
184,7288.000000000001,21/01/2022,1,1,2,road,2.6360883603314003,19211.811970095245,-12.0,18.0,10,7,10
185,9800.0,05/01/2022,0,1,3,road,3.1944964852537963,31306.065555487206,-77.0,23.0,10,2,7
186,5745.0,23/01/2022,0,2,12,road,2.0414460677600186,11728.107659281306,-2.5,-76.92,1,6,10
187,48888.00000000001,01/02/2022,6,2,9,land,2.697334799791993,131867.30369223098,-135.0,-47.0,1,10,10
188,4150.0,22/12/2021,0,1,1,parcel,3.302356930069449,13704.781259788213,123.0,-13.0,10,10,10
189,4788.0,02/01/2022,2,1,1,parcel,3.3512812933629488,16045.9348326218,21.0,-57.0,1,10,10
190,4999.000000000001,18/01/2022,3,1,1,parcel,2.8616232703619104,14305.254728539192,-150.0,-18.0,1,10,10
191,5999.000000000001,03/02/2022,0,1,2,road,2.559175162581649,15352.491800327314,72.5,-73.0,10,10,3
192,5980.0,04/02/2022,0,1,2,road,2.827924994351074,16910.99146621942,54.5,29.0,2,3,10
193,5359.000000000001,25/01/2022,0,2,1,parcel,2.097272260649448,11239.282044820395,12.0,142.0,2,9,10
194,5899.000000000001,17/01/2022,1,1,1,parcel,3.124674912948848,18432.457311485254,70.0,-35.0,2,3,10
195,6994.0,27/01/2022,0,1,1,parcel,2.26664990562353,15852.94943993097,45.0,10.0,4,6,10
196,4410.0,08/01/2022,1,3,2,road,2.954629844358916,13029.917613622822,-144.5,-125.0,10,10,10
197,5800.0,09/02/2022,7,6,2,road,3.495626507486707,20274.633743422903,122.0,-143.5,1,10,10
198,8888.0,26/01/2022,0,1,1,parcel,2.1260324733787064,18896.176623389943,2.0,-122.0,10,10,10
199,5199.000000000001,04/01/2022,0,2,2,road,3.2654965487737213,16977.31655707458,-102.5,-68.0,10,10,10
200,23988.0,13/01/2022,0,1,4,land,3.10225498674441,74416.89262202491,28.5,-73.5,1,10,10
201,5935.000000000001,07/02/2022,0,1,1,parcel,3.3015594156099715,19594.755131645183,-33.0,-98.0,10,10,10
202,5000.0,22/12/2021,6,3,1,parcel,3.3014533515725324,16507.26675786266,113.0,44.0,10,10,10
203,7654.000000000001,29/12/2021,2,2,1,parcel,3.381781434798159,25884.155101945114,-65.0,116.0,10,8,10
204,5233.0,24/01/2022,1,3,1,parcel,2.1191673192784792,11089.602581784282,-137.0,-51.0,1,10,10
205,6300.0,25/12/2021,0,2,2,road,3.772988799640287,23769.82943773381,-23.0,59.0,5,10,7
206,135000.0,29/01/2022,0,1,9,land,2.3763648429587017,320809.25379942474,18.0,6.0,3,10,6
207,13600.000000000002,31/12/2021,4,3,4,land,3.2837753609862053,44659.34490941239,40.5,71.5,8,7,10
208,5678.000000000001,11/01/2022,2,1,1,parcel,2.943249112150101,16711.76845878828,-136.0,-40.0,10,10,10
209,5979.000000000001,11/02/2022,0,1,1,parcel,3.154267932934502,18859.36797101539,5.0,-143.0,10,10,9
210,5080.0,15/01/2022,0,1,1,parcel,2.9626491224649576,15050.257542121986,0.0,142.0,2,4,10
211,9000.0,22/01/2022,4,1,1,parcel,2.2301581473863834,20071.423326477452,-26.0,-52.0,10,10,10
212,4325.0,27/12/2021,1,1,1,parcel,3.7605323255684633,16264.302308083606,42.0,-81.0,2,10,9
213,4998.000000000001,31/01/2022,1,2,2,road,2.5302591704510458,12646.23533391433,-55.0,-140.0,10,10,10
214,5300.0,20/01/2022,1,1,1,parcel,2.743729245505247,14541.76500117781,11.0,62.0,10,10,10
215,4960.0,14/01/2022,0,4,1,parcel,2.904286712625543,14405.262094622693,55.0,-125.0,7,10,10
216,4420.0,07/01/2022,0,2,1,parcel,3.3829650695793463,14952.70560754071,12.0,142.0,2,9,10
217,4999.000000000001,06/01/2022,1,1,2,road,2.9390688380014987,14692.405121169493,-80.0,-65.5,1,10,9
218,7388.000000000001,21/01/2022,1,1,1,parcel,2.6360883603314003,19475.420806128386,8.0,140.0,10,7,10
219,21500.000000000004,06/02/2022,1,3,32,road,3.047315041602274,65517.2733944489,5.5,13.69,1,1,2
220,5794.0,09/01/2022,0,1,1,parcel,2.955280483500563,17122.895121402264,-120.0,-55.0,10,10,10
221,6250.0,23/01/2022,0,1,1,parcel,2.0414460677600186,12759.037923500116,-33.0,-108.0,10,10,10
222,160000.0,05/01/2022,11,2,64,land,3.1944964852537963,511119.4376406074,143.86,-115.42,1,1,10
223,4150.0,21/12/2021,0,1,1,parcel,3.302356930069449,13704.781259788213,116.0,-13.0,10,10,10
224,5248.0,04/02/2022,0,1,1,parcel,2.6601644067675365,13960.542806716032,51.0,111.0,8,9,10
225,6500.000000000001,02/01/2022,2,3,1,parcel,3.362912168662877,21858.9290963087,-12.0,-108.0,10,10,10
226,6000.0,03/02/2022,0,1,1,parcel,2.559175162581649,15355.050975489892,7.0,62.0,10,10,10
227,6199.000000000001,13/02/2022,0,2,1,parcel,2.8450160166572074,17636.25428725803,35.0,-59.0,10,10,10
228,4939.000000000001,01/02/2022,0,1,1,parcel,2.697334799791993,13322.136576172656,-150.0,-132.0,10,10,10
229,11499.0,27/01/2022,3,2,1,parcel,2.26664990562353,26064.207264764973,62.0,-1.0,10,10,9
230,5500.0,30/12/2021,2,3,3,road,3.297564315644028,18136.603736042158,-25.33,39.67,1,10,10
231,13000.000000000002,24/12/2021,6,2,28,road,3.698074237180769,48074.965083350005,2.64,32.71,4,1,2
232,7495.000000000001,17/01/2022,8,5,1,parcel,3.124674912948848,23419.438472551614,-45.0,131.0,10,9,10
233,4850.0,09/02/2022,1,3,3,road,3.495626507486707,16953.788561310528,-56.33,-128.0,10,10,10
234,10000.0,08/01/2022,9,2,1,parcel,2.954629844358916,29546.298443589163,-99.0,30.0,10,3,10
235,7777.0,26/01/2022,0,3,2,road,2.1260324733787064,16534.1545454662,20.0,44.5,5,1,7
236,5099.000000000001,18/01/2022,0,1,1,parcel,2.8616232703619104,14591.417055575383,-26.0,-45.0,4,10,10
237,4988.0,31/12/2021,0,1,1,parcel,3.2837753609862053,16379.471500599193,-20.0,-142.0,10,10,8
238,5277.0,25/01/2022,0,1,1,parcel,2.097272260649448,11067.305719447138,59.0,-20.0,7,8,10
239,4987.000000000001,11/01/2022,0,1,1,parcel,2.943249112150101,14677.983322292555,37.0,-59.0,2,10,10
240,6108.0,25/12/2021,3,4,1,parcel,3.772988799640287,23045.415588202875,-14.0,29.0,10,10,10
241,5000.0,29/01/2022,0,1,1,parcel,2.3763648429587017,11881.82421479351,137.0,49.0,7,9,10
242,7898.0,27/12/2021,1,1,1,parcel,3.7605323255684633,29700.68430733972,-123.0,-41.0,10,10,10
243,5950.000000000001,22/01/2022,0,1,1,parcel,2.2301581473863834,13269.44097694898,-33.0,-107.0,10,10,10
244,4697.0,10/02/2022,0,1,1,parcel,3.154267932934502,14815.596480993358,-42.0,-102.0,1,10,10
245,4399.000000000001,29/12/2021,0,3,1,parcel,3.381781434798159,14876.456531677104,122.0,-3.0,1,3,10
246,5199.000000000001,24/01/2022,2,3,2,road,2.1191673192784792,11017.550892928815,130.0,-81.0,2,9,10
